iyear,imonth,iday,provstate,city,latitude,longitude,vicinity,summary,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,individual,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,property,propextent,propextent_txt,propvalue,propcomment,scite1
2015,12,2,California,San Bernardino,34.07577,-117.277924,0,"12/02/2015: Two assailants opened fire on a holiday party at the Inland Regional Center for disabled people in San Bernardino, California, United States. The assailants also attempted to trigger an explosive device, which failed to detonate. Fourteen people were killed and at least 17 people were injured in the attack. Both assailants, identified as Syed Rizwan Farook and Tashfeen Malik, fled the scene but were located and killed in a shootout with police later the same day. Tashfeen Malik pledged allegiance to the leader of the Islamic State of Iraq and the Levant (ISIL) on social media on the day of the attack. ISIL referenced the assailants as 'soldiers of the Caliphate.' However, sources did not report a connection between the assailants and ISIL.",0,0,1,0,3,Bombing/Explosion,2,Government (General),18,"Government Personnel (excluding police, military)",San Bernardino Department of Public Health,Holiday Party,Jihadi-inspired extremists,1,2,0,0,6,Explosives/Bombs/Dynamite,12,Remote Trigger,16,17,0,,,,,"""ISIS goes global: Mapping 50 ISIS attacks that kill 1,100 in 18 countries,"" CNN Wire, December 17, 2015."
2015,12,5,New York,New York City,40.781593,-73.91357,0,"12/05/2015: An assailant assaulted a Muslim store clerk at Fatima Food Mart in Queens, New York City, United States. The clerk was injured in the attack. No group claimed responsibility; however, an assailant, identified as Piro Kolvani, said ""I kill Muslims"" during the attack and was later arrested.",0,0,1,0,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilian,Anti-Muslim extremists,1,1,1,0,9,Melee,22,"Hands, Feet, Fists",0,1,0,,,,,"""Florida man charged with hate crimes for allegedly attacking Muslim store clerk in Queens,"" New York Daily News, January 4, 2016."
2015,12,8,North Dakota,Grand Forks,47.900053,-97.044649,0,"12/08/2015: Assailants set fire to Jubba Cafe, a restaurant owned by a Somali-Muslim, in Grand Forks, North Dakota, United States. There were no reported casualties in the attack, but the building was damaged in the blaze. No group claimed responsibility for the incident; however, sources attributed the attack to an individual identified as Matthew Gust.",0,0,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/Café,Jubba Cafe,Restaurant,Anti-Muslim extremists,1,1,1,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),90000,A restaurant building was damaged in this attack.,"""Minnesota man arrested for torching Somali restaurant in North Dakota, days after vandal wrote 'go home' and Nazi symbol on wall,"" New York Daily News, December 15, 2015."
2015,12,11,California,Coachella,33.69288,-116.187442,0,"12/11/2015: Assailants threw an incendiary device at the Islamic Society of Coachella Valley in Coachella, California, United States. There were no reported casualties, but the mosque was damaged in the attack. No group claimed responsibility for the incident; however, Carl James Dial was arrested in relation to the attack.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Islamic Society of Coachella Valley,Mosque,Anti-Muslim extremists,1,1,1,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,"""California Mosque Attacked With Molotov Cocktail, Officials Investigate Incident As Hate Crime,"" International Business Times, December 28, 2015."
2015,12,26,California,Tracy,37.764563,-121.452503,0,"12/26/2015: Assailants threw an incendiary device at the Tracy Islamic Center in Tracy, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,86,Place of Worship,Tracy Islamic Center,Mosque,Unknown,0,-99,0,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),1000,A mosque was damaged in this attack.,"""California Mosque Attacked With Molotov Cocktail, Officials Investigate Incident As Hate Crime,"" International Business Times, December 28, 2015."
2015,12,30,Pennsylvania,Colerain,39.896069,-76.056449,0,"12/30/2015: Assailants detonated an explosive device in an Amish phone shed in Colerain, Pennsylvania, United States. There were no reported casualties; however, the shed was destroyed in the blast. Daniel Tate and Caleb Tate claimed responsibility for the incident.",0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Amish Phone Shed,Unknown,1,2,2,1,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A shed was damaged in this attack.,"""Police arrest twin brothers for setting off IEDs in Pennsylvania during college break,"" Washington Post, May 18, 2016."
2015,12,31,Pennsylvania,Strasburg,39.983107,-76.184353,0,"12/31/2015: Assailants detonated an explosive device in an Amish produce shed in Strasburg, Pennsylvania, United States. There were no reported casualties; however, the shed was destroyed in the blast. Daniel Tate and Caleb Tate claimed responsibility for the incident.",0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Amish Produce Shed,Unknown,1,2,2,1,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,A shed was damaged in this attack.,"""Police arrest twin brothers for setting off IEDs in Pennsylvania during college break,"" Washington Post, May 18, 2016."
2016,1,2,Oregon,Princeton,43.265841,-118.844083,0,"01/02/2016: At least 12 armed assailants seized the Malheur National Wildlife Refuge headquarters in Princeton, Oregon, United States. On January 26, 2016, a leader of the group was killed, Ryan Bundy was wounded, and seven leaders, including Ammon and Ryan Bundy, were arrested in a confrontation with authorities approximately 45 miles away from the refuge. The last four assailants at the refuge were arrested on February 11, 2016. Citizens for Constitutional Freedom claimed responsibility for the incident and demanded that federal grounds be returned to the ranchers of Harney County. The group also stated that the occupation was carried out in protest to the five year sentence of Dwight and Steven Hammond, two ranchers convicted of arson of federal land.",0,0,1,0,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,United States Fish and Wildlife Service,Malheur National Wildlife Refuge,Citizens for Constitutional Freedom,0,12,11,1,5,Firearms,2,Automatic Weapon,0,0,0,,,,,"""Protesters occupy Oregon wildlife refuge as dispute over Western range flares,"" Reuters, January 3, 2016."
2016,1,7,Pennsylvania,Philadelphia,39.956614,-75.242429,0,"01/07/2016: An assailant shot and injured police officer Jesse Hartnett in Philadelphia, Pennsylvania, United States. Hartnett returned fire and injured the assailant as he attempted to flee. The assailant, identified as Edward Archer, stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0,0,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Philadelphia City Police,Officer: Jesse Hartnet,Jihadi-inspired extremists,1,1,1,1,5,Firearms,2,Automatic Weapon,0,2,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,"""Philly Officer Heads Home 2 Weeks After Ambush,"" NBC Philadelphia, January 22, 2016."
2016,1,15,New York,New York City,40.828977,-73.856654,0,"01/15/2016: Assailants attacked a Muslim civilian from Bangladesh in Bronx, New York City, United States. The civilian was injured in the assault. No group claimed responsibility; however, sources noted that the two assailants shouted ""ISIS, ISIS"" at the victim during the attack.",0,0,1,0,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilian: Mujibur Rahman,Anti-Muslim extremists,1,2,2,0,9,Melee,22,"Hands, Feet, Fists",0,1,0,,,,,"""Muslim Man Beaten in the Bronx by Ski-Masked Assailants Chanting 'ISIS',"" New York Magazine, January 18, 2016."
2016,2,11,Ohio,Columbus,40.064024,-82.863818,0,"02/11/2016: A machete-wielding assailant attacked and wounded four people in Nazareth Restaurant & Deli in Columbus, Ohio, United States. Police shot and killed the assailant after he fled the restaurant. No group claimed responsibility for the incident; however sources identified the assailant as Mohamed Barry, who shouted ""Allahu Akbar"" immediately before the attack.",0,0,1,0,2,Armed Assault,1,Business,2,Restaurant/Bar/Café,Nazareth Restaurant & Deli,Restaurant,Muslim extremists,1,1,0,0,9,Melee,23,Knife or Other Sharp Object,1,4,0,,,,,"""Columbus machete attack motive,"" CNN, February 12, 2016."
2016,2,18,Indiana,Nashville,39.207489,-86.246998,0,"02/18/2016: An assailant armed with a hatchet attacked Zhang Yue, an 18-year-old Chinese exchange student, in Nashville, Indiana, United States. Yue was injured in the assault. Authorities arrested Dana Ericson, who confessed to the attack, self-identified as a white supremacist, and indicated that his goal was ethnic cleansing. In court Ericson stated that he was ""trying to start a revolution.""",1,0,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Chinese Civilian: Zhang Yue,White extremists,1,1,1,1,9,Melee,23,Knife or Other Sharp Object,0,1,0,,,,,"""Judge: Nashville man not competent to stand trial,"" Brown County Democrat, April 11, 2016."
2016,2,28,California,Lake Los Angeles,34.605975,-117.829953,0,"02/28/2016: Three assailants armed with knives attacked a group of Hispanic teenagers playing soccer at Stephen Sorensen Park in Lake Los Angeles, California, United States. At least two people suffered minor injuries in the assault. The three assailants, identified as Ian Justine Plankey, Richard Lawrence Daulton, and Kevin Matthew Stewart, were arrested following the incident. During the attack, they shouted white supremacist statements and racial slurs, including ""Heil Hitler, AV Skins.""",0,0,1,0,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Hispanic Civilians,White extremists,1,3,3,0,9,Melee,23,Knife or Other Sharp Object,0,3,0,,,,,"""3 men are charged with hate crimes in an attack on Latinos at an L.A. County park,"" Los Angeles Times, March 3, 2016."
2016,3,30,Massachusetts,Tyngsborough,42.691279,-71.438679,0,"03/30/2016: An assailant attempted to cut and set fire to power lines in Tyngsborough, Massachusetts, United States. The power lines were not damaged but the device started a fire in the nearby bushes. Danny M. Kelly claimed responsibility for the incident and demanded change within the court system.",0,0,1,0,7,Facility/Infrastructure Attack,21,Utilities,107,Electricity,Unknown,Power Lines,Court Reform extremists,1,1,1,1,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,Approximately four acres of land were damaged in this attack.,"""Man vowed 'war' in letter left with incendiary devices in Tyngsborough,"" The Boston Globe, April 4, 2016."
2016,4,21,Idaho,Bonners Ferry,48.684131,-116.316826,0,"04/21/2016: Assailants set fire to St. Ann's Catholic Church in Bonners Ferry, Idaho, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,St. Ann's Curch,Catholic Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,2,Major (likely > $1 million but < $1 billion),1000000,"Sources estimated that the fire caused $1,000,000 in damages to the church.","""Catholic church leveled by arson Destruction follows vandalism spree in Bonners Ferry,"" The Spokesman-Review, April 22, 2016."
2016,4,26,Massachusetts,Haverhill,42.7678,-71.04865,0,"04/26/2016: Assailants set fire to Riverside Church in Haverhill, Massachusetts, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Riverside Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),70000,"Two exterior doors, several window frames, sections of vinyl sided walls, the rear entrance, and one side of the exterior of the church were damaged in this attack.","""Arsonist on the run after Haverhill church set on fire,"" My Fox Boston, April 27, 2016."
2016,5,25,Washington,Vancouver,45.672237,-122.658793,0,"05/25/2016: Assailants set fire to the First Congregational Church in Vancouver, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,First Congregational Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,2,Major (likely > $1 million but < $1 billion),1830000,A church was damaged in this attack.,"""Clark Co. churches on alert after second suspected church arson in two days,"" KPTV.com, May 27, 2016."
2016,5,25,California,Modesto,37.664764,-120.994427,0,"05/25/2016: Assailants threw an incendiary device at the Planned Parenthood Modesto Heath Center in Modesto, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Health Center,Unknown,0,-99,0,0,8,Incendiary,20,Gasoline or Alcohol,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,"""FBI offers reward in Modesto Planned Parenthood arson case,"" Modesto Bee, June 13, 2016."
2016,5,26,Washington,Vancouver,45.710821,-122.635039,0,"05/26/2016: Assailants set fire to the Liberty Bible Church in Vancouver, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Liberty Bible Church,Church,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Clark Co. churches on alert after second suspected church arson in two days,"" KPTV.com, May 27, 2016."
2016,6,5,New York,New York City,40.632326,-74.078752,0,"06/05/2016: An assailant threw a Molotov cocktail at St. Paul's Memorial Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,St. Paul's Memorial Church,Episcopal Church,Unknown,0,1,0,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Police Seek Arsonist After Attacks on 2 Staten Island Churches,"" New York Times, June 11, 2016."
2016,6,9,New York,New York City,40.628247,-74.079766,0,"06/09/2016: An assailant threw a Molotov cocktail at First Central Baptist Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Unknown,First Central Baptist Church,Unknown,0,1,0,0,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Police Seek Arsonist After Attacks on 2 Staten Island Churches,"" New York Times, June 11, 2016."
2016,6,12,Florida,Orlando,28.519601,-81.376794,0,"06/12/2016: An assailant armed with an assault rifle and a handgun opened fire on customers at Pulse, a gay nightclub, in Orlando, Florida, United States. The assailant then held an unknown number of people hostage inside the nightclub for three hours. At least 49 people were killed and 53 people were injured during the attack before the assailant was killed by police officers, who also rescued 30 hostages. The assailant, identified as Omar Mateen, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for U.S. airstrikes in Iraq and Syria. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Omar Mateen's connection to ISIL could not be confirmed.",0,0,1,0,5,Hostage Taking (Barricade Incident),1,Business,11,Entertainment/Cultural/Stadium/Casino,Pulse Nightclub,Nightclub,Jihadi-inspired extremists,1,1,0,1,5,Firearms,2,Automatic Weapon,50,53,1,3,Minor (likely < $1 million),-99,The Pulse nightclub sustained unspecified damages in this attack.,"""Two Canadians injured in Orlando shooting fear for their lives,"" Montreal Gazette, June 15, 2016."
2016,6,18,Nevada,Las Vegas,36.124745,-115.172081,0,"06/18/2016: An assailant attempted to assassinate presidential candidate Donald Trump at a campaign rally in Las Vegas, Nevada, United States. The assailant was arrested as he tried to remove a gun from the holster of a police officer. Michael Steven Sandford claimed responsibility for the incident. Sandford stated that he targeted Trump because he believed ""somebody had to stand up for America"" and told the Secret Service that he had planned for over a year to assassinate Trump.",0,0,0,0,1,Assassination,14,Private Citizens & Property,84,Political Party Member/Rally,Republican Party (GOP),Presidential Candidate: Donald Trump,Anti-Trump extremists,1,1,1,1,5,Firearms,3,Handgun,0,0,0,,,,,"""British man pleads guilty in Trump attack case in Las Vegas,"" The Associated Press, September 13, 2016."
2016,7,4,Missouri,St. Louis,38.656298,-90.413024,0,"07/04/2016: Assailants attempted to set fire to a building that formerly housed the Temple Israel House in St. Louis, Missouri, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the assailants may be members of the Black Hebrew Israelites.",0,0,0,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Temple Israel House,Former Synagogue,Black Hebrew Israelites,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,"""Police searching for suspect who damaged six St. Louis churches,"" Fox 2 St. Louis, July 12, 2016."
2016,7,5,Missouri,St. Louis,38.70333,-90.248796,0,"07/05/2016: Assailants set fire to the Greater St. Paul Missionary Baptist Church in St. Louis, Missouri, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the assailants may be members of the Black Hebrew Israelites.",0,0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Greater St. Paul Missionary Baptist Church,Church,Black Hebrew Israelites,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,"""Police searching for suspect who damaged six St. Louis churches,"" Fox 2 St. Louis, July 12, 2016."
2016,7,7,Texas,Dallas,32.779578,-96.804259,0,"07/07/2016: An assailant opened fire on police officers at a Black Lives Matter protest in Dallas, Texas, United States. Five police officers were killed and nine people, including officers and civilians, were injured in the attack. The assailant was killed during a standoff with police forces following the shooting. Micah Xavier Johnson claimed responsibility for the incident and stated that he ""wanted to kill white people.""",0,0,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Dallas Police Department,Officers,Anti-White extremists,1,1,0,1,5,Firearms,2,Automatic Weapon,6,9,1,3,Minor (likely < $1 million),-99,Unspecified property was damaged in this attack.,"""Micah Johnson, Gunman in Dallas, Honed Military Skills to a Deadly Conclusion,"" The New York Times, July 9, 2016."
2016,7,7,Tennessee,Bristol,36.58886,-82.185961,0,"07/07/2016: An assailant opened fire on police officers and civilians in Bristol, Tennessee, United States. One person was killed and four others, including a police officer and the assailant, were injured in the attack. Lakeem Keon Scott claimed responsibility for the incident and stated that he carried out the attack because he was upset with the deaths of African Americans by authorities in Louisiana and Minnesota. Additionally, witnesses reported Scott shouting, ""Police suck! Black lives matter!"" during the attack.",0,0,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Tennessee State Police,Officers,Anti-Police extremists,1,1,1,1,5,Firearms,2,Automatic Weapon,1,4,1,3,Minor (likely < $1 million),-99,Vehicles were damaged in this attack.,"""Before Dallas, another shooting targeting police,"" CNN, July 8, 2016."
2016,7,7,Texas,College Station,30.62228,-96.347518,0,"07/07/2016: An assailant opened fire on an Islamic Community center in College Station, Texas, United States. There were no reported casualties in the assault. No group claimed responsibility; however, sources suspected that the attack was carried out by anti-Muslim extremists.",0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,87,Affiliated Institution,Unknown,Islamic Community Center,Anti-Muslim extremists,0,1,0,0,5,Firearms,5,Unknown Gun Type,0,0,1,3,Minor (likely < $1 million),-99,An Islamic community center was damaged in this attack.,"""Police investigate shooting at Islamic Community Center 11 hours ago,"" KHOU, July 8, 2016."
2016,7,9,Texas,San Antonio,29.422977,-98.498591,0,"07/09/2016: An assailant opened fire on a police station in San Antonio, Texas, United States. There were no casualties in the attack. No group claimed responsibility for the incident.",1,0,1,0,2,Armed Assault,3,Police,22,"Police Building (headquarters, station, school)",San Antonio City Police,Police Station,Unknown,0,1,0,0,5,Firearms,5,Unknown Gun Type,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,"""Gunfire Hits San Antonio Police HQ, Suspect Being Sought,"" ABC News, July 10, 2016."
2016,7,17,Louisiana,Baton Rouge,30.433483,-91.080857,0,"07/17/2016: An assailant opened fire on police in Baton Rouge, Louisiana, United States. Four people, including three police officers and the assailant, were killed and three officers were injured in the assault. Sources identified the assailant as Gavin Long and while his specific motive is unknown, Long's social media presence indicated that the attack may have been related to recent racial tensions.",0,0,1,0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Baton Rouge City Police,Officers,Anti-Police extremists,1,1,0,0,5,Firearms,3,Handgun,4,3,0,,,,,"""Baton Rouge shooting: 3 officers dead; shooter was Missouri man, sources say,"" CNN, July 18, 2016."
2016,7,17,Florida,Daytona Beach,29.200533,-81.034508,0,"07/17/2016: An assailant threw an incendiary device at a parked police vehicle in Daytona Beach, Florida, United States. There were no reported casualties in the attack. An unknown anti-police extremist group claimed responsibility for the incident in a note left at the scene and stated ""Black Lives Matter"" while also mentioning Alton Sterling and Philando Castile.",0,0,1,0,7,Facility/Infrastructure Attack,3,Police,23,Police Patrol (including vehicles and convoys),Daytona Beach Police Department (DBPD),Vehicle,Anti-Police extremists,0,1,0,1,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,"""Police car in Daytona firebombed outside Islamic Center: Police Chief says small percentage ""is trying to drive a wedge between all of us"","" Sott.net, July 19, 2016."
2016,7,17,Florida,Tampa,28.011485,-82.373941,0,"07/17/2016: Assailants set fire to the Islamic Education Center in Tampa, Florida, United States. There were no reported casualties. No group claimed responsibility for the incident.",1,0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Islamic Education Center,Education Center,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,An Islamic education center was damaged in this attack.,"""2 mosque fires ruled arson,"" Tampa Bay Times, August 23, 2016."
2016,7,25,Nevada,Las Vegas,36.162257,-115.138854,0,"07/25/2016: An assailant set fire to a Mormon church in Las Vegas, Nevada, United States. There were no reported casualties. This was one of two related arson attacks in Las Vegas on this date. No group claimed responsibility for the incidents.",0,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Unknown,Mormon Church,Unknown,0,1,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),1000,A church building was damaged in this attack.,"""Man sought in fires at Mormon church, union hall in downtown L.V.,"" Las Vegas Sun, July 28, 2016."
2016,7,25,Nevada,Las Vegas,36.162665,-115.139832,0,"07/25/2016: An assailant set fire to a firefighters' union hall in Las Vegas, Nevada, United States. There were no reported casualties. This was one of two related arson attacks in Las Vegas on this date. No group claimed responsibility for the incidents.",0,1,1,0,7,Facility/Infrastructure Attack,13,Other,64,Fire Fighter/Truck,Las Vegas Fire and Rescue Department (LVFRD),Union Hall,Unknown,0,1,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),3000,A building was damaged in this attack.,"""Man sought in fires at Mormon church, union hall in downtown L.V.,"" Las Vegas Sun, July 28, 2016."
2016,7,27,Florida,Tampa,27.987652,-82.550249,0,"07/27/2016: Assailants set fire to the Islamic Education Center in Tampa, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Islamic Education Center,Education Center,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),-99,An Islamic education center was damaged in this attack.,"""2 mosque fires ruled arson,"" Tampa Bay Times, August 23, 2016."
2016,7,31,Iowa,Oskaloosa,41.291673,-92.649359,1,"07/31/2016: Assailants set fire to a construction site for the Dakota Access pipeline near Oskaloosa, Iowa, United States. There were no casualties in the attack. This was one of three related arson attacks on construction equipment for the pipeline in two days. No group claimed responsibility for the incidents.",0,1,1,0,7,Facility/Infrastructure Attack,21,Utilities,108,Oil,Dakota Access LLC,Construction Site of Dakota Access Oil Pipeline,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),333333,"Damage estimates represent a division of the total amount of damages ($1 million USD) across incidents 201607310050, 201608010027, 201608010028.","""Pipeline construction equipment damage in suspected arson,"" Omaha World-Herald, August 1, 2016."
2016,8,1,Iowa,Newton,41.703318,-93.057353,1,"08/01/2016: Assailants set fire to a construction site for the Dakota Access pipeline west of Newton, Iowa, United States. There were no reported casualties in the attack. This was one of three related arson attacks on construction equipment for the pipeline in two days. No group claimed responsibility for the incidents.",0,1,1,0,7,Facility/Infrastructure Attack,21,Utilities,108,Oil,Energy Transfer Partners,Dakota Access Oil Pipeline Construction Site,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),333333,"Damage estimates represent a division of the total amount of damages ($1 million USD) across incidents 201607310050, 201608010027, 201608010028.","""Pipeline construction equipment damage in suspected arson,"" Omaha World-Herald, August 1, 2016."
2016,8,1,Iowa,Reasnor,41.577354,-93.024003,1,"08/01/2016: Assailants set fire to a construction site for the Dakota Access pipeline southeast of Reasnor, Iowa, United States. There were no reported casualties in the attack. This was one of three related arson attacks on construction equipment for the pipeline in two days. No group claimed responsibility for the incidents.",0,1,1,0,7,Facility/Infrastructure Attack,21,Utilities,108,Oil,Energy Transfer Partners,Dakota Access Oil Pipeline Construction Site,Unknown,0,-99,0,0,8,Incendiary,18,Arson/Fire,0,0,1,3,Minor (likely < $1 million),333333,"Damage estimates represent a division of the total amount of damages ($1 million USD) across incidents 201607310050, 201608010027, 201608010028.","""Pipeline construction equipment damage in suspected arson,"" Omaha World-Herald, August 1, 2016."
2016,8,4,Florida,Tampa,28.032289,-82.408025,0,"08/04/2016: Assailants set fire to the Masjid Omar mosque in Tampa, Florida, United States. There were no casualties in the attack. This was one of two attacks on the same mosque in 12 hours. No group claimed responsibility for the incident.",1,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Masjid Omar Mosque,Mosque,Unknown,0,-99,0,0,8,Incendiary,20,Gasoline or Alcohol,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,"""2 mosque fires ruled arson,"" Tampa Bay Times, August 23, 2016."
2016,8,5,Florida,Tampa,28.032289,-82.408025,0,"08/05/2016: Assailants set fire to the Masjid Omar mosque in Tampa, Florida, United States. There were no casualties in the attack. This was one of two attacks on the same mosque in 12 hours. No group claimed responsibility for the incident.",0,1,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,Masjid Omar Mosque,Mosque,Unknown,0,-99,0,0,8,Incendiary,20,Gasoline or Alcohol,0,0,1,3,Minor (likely < $1 million),25000,"A mosque sustained $25,000 USD in damage.","""2 mosque fires ruled arson,"" Tampa Bay Times, August 23, 2016."
2016,8,9,New York,New City,41.166236,-73.991496,0,"08/09/2016: Assailants threw a firecracker at the house of Rabbi Avremel Kotlarsky in New City, New York, United States. There were no reported casualties in the attack. This was one of two coordinated attacks on the same night. No group claimed responsibility for the incidents.",0,1,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,85,Religious Figure,Unknown,Rabbi: Avremel Kotlarsky,Unknown,0,4,0,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,1,3,Minor (likely < $1 million),-99,Shrubs were damaged in this attack.,"""Homes of Two New York Rabbis Hit in Alleged Coordinated Firecracker Attack,"" Five Towns Jewish Times, August 12, 2016."
2016,8,9,New York,New City,41.162402,-74.004905,0,"08/09/2016: Assailants threw a firecracker at the house of Rabbi Simcha Morgenstern in New City, New York, United States. There were no reported casualties in the attack. This was one of two coordinated attacks on the same night. No group claimed responsibility for the incidents.",0,1,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,85,Religious Figure,Unknown,Rabbi: Simcha Morgenstern,Unknown,0,-99,0,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0,0,-9,,,,,"""Homes of Two New York Rabbis Hit in Alleged Coordinated Firecracker Attack,"" Five Towns Jewish Times, August 12, 2016."
